param,gc20k
4.76837158203125e-07,13.65625
0.010017633438110352,68.8515625
0.02041792869567871,80.69921875
0.029496192932128906,86.79296875
0.038727521896362305,90.07421875
0.04823899269104004,93.0234375
0.0579679012298584,100.03515625
0.0679636001586914,102.86328125
0.0772702693939209,103.48828125
0.08632326126098633,105.59765625
0.09526896476745605,106.99609375
0.10448431968688965,107.890625
0.11416769027709961,108.61328125
0.12345480918884277,111.32421875
0.1340932846069336,111.65625
0.14632868766784668,114.26171875
0.15532374382019043,117.2578125
0.16457724571228027,117.703125
0.17394232749938965,120.76953125
0.18303132057189941,123.2890625
0.19291067123413086,123.6015625
0.20210766792297363,123.734375
0.21109676361083984,126.06640625
0.21996164321899414,134.2265625
0.230743408203125,180.578125
0.24163484573364258,240.671875
0.2518310546875,292.671875
0.2616875171661377,356.796875
0.2731966972351074,374.90234375
0.2840754985809326,486.90234375
0.2956273555755615,488.90234375
0.304868221282959,491.921875
0.3135828971862793,498.9140625
0.32257652282714844,509.6015625
0.33099937438964844,514.9609375
0.3395843505859375,521.4765625
0.3479764461517334,528.25
0.3572075366973877,534.765625
0.3807990550994873,567.58203125
0.3934154510498047,567.7265625
0.4022383689880371,568.5
0.41143107414245605,568.7578125
0.4282994270324707,570.7578125
0.44008970260620117,570.7578125
0.4507932662963867,570.7578125
0.45906925201416016,570.7578125
0.46905088424682617,570.7578125
0.4806351661682129,579.05078125
0.4897925853729248,591.05078125
0.49793171882629395,601.05078125
0.5060634613037109,613.05078125
0.5143551826477051,625.05078125
0.5240895748138428,637.05078125
0.5332071781158447,651.05078125
0.5428118705749512,663.140625
0.5547306537628174,683.140625
0.5679185390472412,683.375
0.5794632434844971,701.29296875
0.5913748741149902,715.29296875
0.6003091335296631,729.29296875
0.6091256141662598,741.29296875
0.6179602146148682,753.29296875
0.6267640590667725,765.29296875
0.635575532913208,777.29296875
0.6443533897399902,789.29296875
0.6528985500335693,799.29296875
0.6608157157897949,811.29296875
0.6688108444213867,821.29296875
0.6769437789916992,833.29296875
0.6851458549499512,845.29296875
0.6932003498077393,855.29296875
0.7013442516326904,867.29296875
0.7098171710968018,877.29296875
0.7203359603881836,905.29296875
0.7307591438293457,931.46484375
0.7434389591217041,987.18359375
0.7547497749328613,1029.53515625
0.7658109664916992,1050.515625
0.7866420745849609,1070.515625
0.795598030090332,1082.515625
0.8037962913513184,1094.515625
0.8120207786560059,1104.515625
0.8226318359375,1118.515625
0.8311355113983154,1130.515625
0.8392379283905029,1140.515625
0.847658634185791,1146.5546875
0.8567609786987305,1146.94921875
0.8655483722686768,1147.09765625
0.8739697933197021,1149.09765625
0.8821589946746826,1151.09765625
