param,gc50k
4.76837158203125e-07,18.1953125
0.008304595947265625,62.515625
0.01856684684753418,80.16796875
0.026802539825439453,86.6015625
0.03490591049194336,89.390625
0.04330015182495117,94.9921875
0.051747798919677734,98.55078125
0.06043410301208496,106.3203125
0.06919240951538086,106.83203125
0.07783913612365723,107.60546875
0.0866854190826416,109.7265625
0.09580564498901367,111.16796875
0.10576939582824707,111.66796875
0.11549544334411621,114.6484375
0.12753033638000488,115.0546875
0.13959646224975586,117.4453125
0.14926576614379883,117.9921875
0.15759992599487305,120.95703125
0.16552400588989258,121.28515625
0.1748807430267334,124.0859375
0.18421578407287598,124.44921875
0.19329214096069336,124.51953125
0.20162272453308105,126.953125
0.21024298667907715,127.34765625
0.21853423118591309,131.34765625
0.22709274291992188,165.86328125
0.2357938289642334,205.86328125
0.24415111541748047,241.9609375
0.25249767303466797,293.9609375
0.26054811477661133,336.08203125
0.2687203884124756,372.08203125
0.2766299247741699,400.1875
0.2848796844482422,486.1875
0.29321837425231934,490.1875
0.3013784885406494,490.26171875
0.31096887588500977,498.203125
0.3201267719268799,505.50390625
0.3290715217590332,513.109375
0.33769726753234863,518.3984375
0.3478357791900635,526.9140625
0.35714030265808105,535.9453125
0.37421178817749023,561.9453125
0.38653039932250977,568.53125
0.3953993320465088,568.7890625
0.4037132263183594,568.7890625
0.41285157203674316,569.5625
0.4223015308380127,569.5625
0.43486738204956055,571.5625
0.4472229480743408,571.81640625
0.45952510833740234,571.81640625
0.4677431583404541,571.81640625
0.4795351028442383,571.81640625
0.49048709869384766,588.109375
0.49931907653808594,600.109375
0.50907301902771,614.109375
0.5182857513427734,626.109375
0.527219295501709,640.109375
0.5356349945068359,652.109375
0.5439250469207764,662.19921875
0.55368971824646,684.19921875
0.5665109157562256,684.19921875
0.5776004791259766,700.3515625
0.5886824131011963,716.3515625
0.5973653793334961,728.3515625
0.6055877208709717,740.3515625
0.6138699054718018,752.3515625
0.6218769550323486,762.3515625
0.6297764778137207,774.3515625
0.6383223533630371,786.3515625
0.646855354309082,798.3515625
0.6550247669219971,810.3515625
0.6629037857055664,820.3515625
0.6709411144256592,832.3515625
0.679438591003418,844.3515625
0.6877155303955078,856.3515625
0.6960716247558594,868.3515625
0.7045814990997314,878.3515625
0.7155916690826416,906.3515625
0.727367639541626,948.3515625
0.738605260848999,990.1796875
0.7489819526672363,1028.54296875
0.7598156929016113,1059.5234375
0.7890074253082275,1097.5234375
0.7975630760192871,1109.5234375
0.805701494216919,1121.5234375
0.8139166831970215,1133.5234375
0.8218379020690918,1143.5234375
0.8302850723266602,1153.5234375
0.8397409915924072,1155.7265625
0.8488051891326904,1155.984375
0.85733962059021,1158.1328125
0.8658838272094727,1158.1328125
0.8740823268890381,1160.1328125
0.8820953369140625,1162.21875
0.891587495803833,1164.296875
0.9000945091247559,1164.296875
0.9085407257080078,1166.55078125
0.9168899059295654,1168.80859375
0.9249193668365479,1172.09765625
0.9332127571105957,1174.35546875
0.9417047500610352,1178.35546875
0.9502003192901611,1180.35546875
0.9586522579193115,1182.35546875
0.9671061038970947,1187.12890625
0.9754233360290527,1189.12890625
0.9839382171630859,1191.12890625
0.9921581745147705,1195.12890625
1.000572919845581,1197.12890625
1.0090467929840088,1199.12890625
1.018738031387329,1203.12890625
1.0273137092590332,1205.12890625
1.035590648651123,1209.38671875
1.0440902709960938,1211.38671875
1.0525529384613037,1213.38671875
1.061117172241211,1217.38671875
1.0691194534301758,1219.64453125
1.0771548748016357,1221.64453125
1.0851671695709229,1225.64453125
1.0932815074920654,1227.90234375
1.101334810256958,1229.90234375
1.1095905303955078,1233.90234375
1.1176187992095947,1235.90234375
1.1255207061767578,1237.90234375
1.133474349975586,1241.9375
1.142232894897461,1243.9375
1.1547966003417969,1248.1953125
1.1646528244018555,1250.1953125
1.1730890274047852,1252.1953125
1.181274652481079,1256.1953125
1.1894948482513428,1258.96875
1.197551965713501,1262.96875
1.2056779861450195,1264.96875
1.2140767574310303,1268.96875
1.2223448753356934,1272.96875
1.2304182052612305,1276.96875
1.2431800365447998,1280.96875
1.252765417098999,1284.96875
1.2625150680541992,1359.19140625
1.2730908393859863,1388.578125
1.2822024822235107,1388.578125
1.2921092510223389,1388.578125
1.3014671802520752,1388.578125
1.3104524612426758,1388.578125
1.3198869228363037,1388.578125
1.3288471698760986,1388.578125
1.3368890285491943,1388.578125
1.344999074935913,1388.578125
1.3534457683563232,1388.578125
1.3659369945526123,1388.578125
1.3756625652313232,1388.578125
1.3840343952178955,1388.578125
1.3918461799621582,1388.578125
1.3996248245239258,1388.578125
1.407231330871582,1388.578125
1.4149396419525146,1388.8359375
1.4230451583862305,1388.8359375
1.4311437606811523,1388.8359375
1.438798189163208,1388.8359375
1.446702003479004,1388.8359375
1.4543614387512207,1388.8359375
1.462453842163086,1388.8359375
1.4705822467803955,1388.8359375
1.4785206317901611,1388.8359375
1.4864833354949951,1388.8359375
1.4941668510437012,1388.8359375
1.5018129348754883,1388.8359375
1.509542465209961,1388.8359375
1.5173356533050537,1388.8359375
1.5269370079040527,1388.8359375
1.5361864566802979,1388.8359375
1.544168472290039,1388.8359375
1.552126407623291,1388.8359375
1.5599112510681152,1388.8359375
1.5676708221435547,1388.8359375
1.5753867626190186,1388.8359375
1.583475112915039,1388.8359375
1.5915651321411133,1388.8359375
1.601830005645752,571.140625
1.6228787899017334,570.95703125
1.633002758026123,571.09765625
1.6457691192626953,571.21484375
1.6568951606750488,571.5234375
1.6676197052001953,571.5234375
1.6777784824371338,571.57421875
1.6888914108276367,571.57421875
1.6980507373809814,571.67578125
1.7084314823150635,571.67578125
1.7170498371124268,572.96484375
1.7253246307373047,573.48046875
1.7343180179595947,573.48046875
1.744328498840332,579.32421875
1.7528393268585205,582.61328125
1.760854959487915,586.61328125
1.769608736038208,588.87109375
1.7781085968017578,592.87109375
1.786346673965454,595.64453125
1.794508934020996,600.41796875
1.802738904953003,603.19140625
1.8114383220672607,608.48046875
1.8196346759796143,610.73828125
1.8277671337127686,616.02734375
1.837672472000122,626.07421875
1.8537147045135498,631.5703125
1.863234281539917,637.5703125
1.8723442554473877,642.85546875
1.8818023204803467,647.37109375
1.8918945789337158,649.62890625
1.901719093322754,654.71875
1.9109916687011719,658.5234375
1.9199864864349365,661.5546875
1.9290030002593994,664.5859375
1.938629150390625,670.93359375
1.9484968185424805,685.9296875
1.9578793048858643,686.1875
1.967116117477417,687.4765625
1.976423740386963,689.796875
1.9859535694122314,690.0546875
1.9949376583099365,690.3125
2.0036184787750244,690.3125
2.0123953819274902,688.42578125
2.02064847946167,688.42578125
2.0288400650024414,688.42578125
2.036961078643799,688.42578125
2.045285224914551,688.42578125
2.053645372390747,688.42578125
2.062114953994751,688.42578125
2.07012939453125,688.42578125
2.0783321857452393,688.42578125
2.0878632068634033,688.42578125
2.0976624488830566,393.0
2.112391948699951,393.10546875
2.1211984157562256,393.16015625
2.1294541358947754,393.16015625
2.1373291015625,393.16015625
2.147195339202881,395.58984375
2.1559455394744873,401.58984375
2.1639034748077393,405.58984375
2.17228364944458,409.58984375
2.180936574935913,413.58984375
2.1942696571350098,422.91796875
2.2029082775115967,426.91796875
2.2112417221069336,432.91796875
2.2194273471832275,436.91796875
2.2282204627990723,440.91796875
2.2368602752685547,446.91796875
2.2453081607818604,450.94140625
