mpl all100  vc100   wcf100  all331  vc331   wcf331  all441  vc441   wcf441  all221  vc221   wcf221
10	0.3054	0.2057	0.1606	0.1846	0.0022	0.1834	0.1827	0.0021	0.1817	0.1868	0.0013	0.1862
15	0.31853333333333333	0.2136	0.17193333333333333	0.19513333333333333	0.003	0.19346666666666668	0.19473333333333334	0.0019333333333333333	0.1936	0.1896	0.0024666666666666665	0.1884
20	0.3418	0.2292	0.18485	0.19955	0.00205	0.1986	0.20785	0.00265	0.20645	0.2102	0.0032	0.20845
